,user_id,brand_id,avg_score
361,26045,1597,8.2
362,31271,1825,8.8
363,17042,1533,9.0
364,30348,1597,8.6
365,8412,1593,7.2
366,8412,1530,6.0
367,17383,1837,5.6
368,17383,1641,6.6
369,26972,1859,8.6
370,3050,1789,9.4
371,28015,1533,9.0
372,34493,1725,8.0
373,34493,1729,8.0
374,34493,1663,8.0
375,12005,1535,9.2
376,1546,1834,7.2
377,24889,1792,10.0
378,28015,1690,8.6
379,30348,1699,8.8
380,11599,1652,7.0
381,11599,1630,7.8
382,25907,1533,8.8
383,34493,1694,8.0
384,25907,1690,8.0
385,22790,1533,7.8
386,28924,1655,6.4
387,28924,1654,6.6
388,16771,1699,7.8
389,36860,10889,8.2
390,25591,10911,6.6
391,21031,9529,9.2
392,24424,1556,9.0
393,12559,10856,7.6
394,12559,10830,8.8
395,14432,9889,7.4
396,14432,9918,6.8
397,15038,9939,9.6
398,34523,9925,6.0
399,34523,9918,6.6
400,18804,9906,8.2
401,38999,9867,6.2
402,25427,9964,6.6
403,34733,9889,7.8
404,25427,9913,6.8
405,3470,9948,7.6
406,3470,9963,8.6
407,40229,9597,7.6
408,37825,14467,9.0
409,28948,7195,7.0
410,15866,4195,7.2
411,36682,4494,7.2
412,36682,4156,6.6
413,30432,5354,1.0
414,16696,4826,7.2
415,3596,5379,7.4
416,16696,4269,7.2
417,3851,5064,8.2
418,4634,4401,10.0
419,38197,4611,4.8
420,26759,4659,8.8
421,14733,4368,6.6
422,20678,5264,7.6
423,11039,5584,9.4
424,35981,4784,9.4
425,2302,2937,4.6
426,26759,5552,9.0
427,14733,5173,7.8
428,14733,4807,8.2
429,26759,4205,7.6
430,14733,4355,5.0
431,14733,4749,4.8
432,23962,4204,8.2
433,23451,5485,9.0
434,23451,4193,9.0
435,22539,4212,7.8
436,29290,5386,9.8
437,12966,4839,4.2
438,29826,5075,6.4
439,10132,4841,10.0
440,35488,2143,7.4
441,22492,2114,7.8
442,6844,13944,8.0
443,10131,4841,10.0
444,26445,4312,7.8
445,14354,5425,8.0
446,37896,4847,7.0
447,29826,4241,7.8
448,14038,4289,5.0
449,14038,4094,5.0
450,14038,5576,5.0
451,4024,4701,6.8
452,14038,5004,5.0
453,14427,5083,8.0
454,30493,4998,10.0
455,27583,5436,4.8
456,29806,5347,7.0
457,3294,1534,8.4
458,35036,5003,6.0
459,14038,4854,5.0
460,18964,5334,9.2
461,19558,4837,6.4
462,9978,5252,7.0
463,31406,5155,6.0
464,19179,4366,8.2
465,30085,5033,9.0
466,35981,4928,5.4
467,39088,4585,8.4
468,35981,4185,3.6
469,29806,4476,7.8
470,29806,5007,3.6
471,27583,4513,8.2
472,26856,9054,6.2
473,11800,3630,6.0
474,40656,3572,7.4
475,32459,5231,7.2
476,35488,2075,7.6
477,35488,2062,8.8
478,35488,2055,8.0
479,12943,2165,8.0
480,28376,2059,7.0
481,12943,2115,8.0
482,23600,2151,7.2
483,12943,2156,7.8
484,27236,2164,7.0
485,22492,2061,7.2
486,22492,2070,7.4
487,22492,2146,7.4
488,22492,2135,8.0
489,10316,10820,8.8
490,5719,10856,6.8
491,10096,5675,8.4
492,20300,6522,2.0
493,35399,6527,7.0
494,15953,6713,10.0
495,27149,6619,8.6
496,28924,6331,6.8
497,30165,6662,9.8
498,35399,6398,6.4
499,16232,6576,8.0
500,27149,6394,10.0
501,18466,6599,10.0
502,29845,6335,9.0
503,15846,6593,8.2
504,35666,6508,7.8
505,6053,2937,10.0
506,24851,2762,7.0
507,23003,2358,7.0
508,26193,8541,7.2
509,7986,6623,6.0
510,35399,6595,8.4
511,30302,6541,8.0
512,10125,6508,8.0
513,23187,6288,5.8
514,41194,6665,10.0
515,2243,6310,6.6
516,25886,6350,6.0
517,33577,6700,7.6
518,25886,6312,4.8
519,1926,6335,10.0
520,35399,6525,6.8
521,30672,6329,5.8
522,11398,6393,9.8
523,20853,7377,7.2
524,12053,6330,6.4
525,4276,6679,5.2
526,12860,6488,8.2
527,8796,6671,8.0
528,21639,6366,9.0
529,17260,6701,7.8
530,6126,6368,8.0
531,4287,6493,2.6
532,2425,6603,9.0
533,35445,6388,7.6
534,38102,6470,8.6
535,28390,6706,7.0
536,28390,6302,7.4
537,35916,6303,6.6
538,14524,9901,7.8
539,28390,6418,7.2
540,28390,6506,7.8
541,28390,6561,7.6
542,35916,6492,6.4
543,40947,6691,5.4
544,6989,6489,7.2
545,6989,6490,6.6
546,724,6471,6.0
547,2243,6460,7.4
548,39130,6486,8.2
549,35445,6307,6.6
550,19269,6474,10.0
551,27486,6587,8.0
552,35304,6662,8.0
553,7187,9901,8.0
554,17692,12866,7.4
555,2100,6694,8.0
556,41117,6321,9.6
557,3294,6520,8.2
558,3441,2301,8.6
559,7034,2815,8.0
560,32822,2655,8.0
561,23003,2593,8.0
562,18931,10097,6.2
563,21393,10360,7.4
564,35344,9776,8.0
565,8944,2304,8.2
566,8944,2631,8.2
567,14455,2227,4.0
568,16976,2480,8.8
569,28957,3112,6.4
570,28957,3111,6.8
571,34970,2631,8.0
572,40544,2631,8.8
573,23003,2383,7.6
574,28957,2482,7.6
575,31222,2582,8.0
576,12401,2588,7.2
577,28957,2766,7.6
578,28957,2687,6.6
579,29106,2695,7.6
580,8926,2282,8.2
581,14582,2820,7.4
582,15038,938,9.2
583,26670,2320,6.2
584,26670,2628,8.2
585,38518,2546,8.8
586,25236,2311,9.2
587,29114,3036,6.0
588,22970,2547,7.6
589,9874,2383,7.8
590,25236,2564,8.2
591,40906,2511,6.0
592,13298,2639,1.0
593,12348,2307,8.0
594,12348,3105,7.6
595,27941,2696,8.4
596,32399,2763,5.6
597,39608,8071,6.0
598,36676,8565,6.4
599,26398,7485,4.8
600,27941,2825,7.4
601,38589,2374,4.8
602,13495,2761,8.2
603,5915,2680,8.8
604,40544,2547,8.4
605,8944,2547,8.2
606,20395,2547,8.2
607,7702,2330,8.2
608,3369,2626,9.6
609,23003,2410,7.8
610,13495,3055,7.6
611,13495,2576,8.8
612,22492,2138,7.6
613,22492,2136,7.6
614,4555,1244,8.0
615,29941,1942,7.0
616,4284,1953,6.0
617,28519,2180,9.0
618,28519,2113,8.0
619,1337,2049,5.2
620,1120,2162,10.0
621,1120,2086,10.0
622,22332,2089,7.6
623,14520,2102,8.0
624,34662,2093,8.4
625,14520,2101,7.8
626,14520,2048,8.0
627,14520,2042,8.0
628,14520,2046,8.0
629,14520,2047,8.0
630,14520,2035,8.0
631,14520,2054,7.6
632,15939,2096,7.8
633,12943,2109,8.2
634,15939,2075,8.2
635,14520,2031,8.0
636,21730,2078,7.4
637,14520,2029,8.0
638,14520,2170,8.0
639,12943,2062,8.0
640,12943,2059,8.2
641,12943,2090,8.0
642,15939,2185,6.8
643,12943,2038,8.2
644,15939,2076,7.2
645,12943,2043,8.4
646,14520,2039,8.0
647,12943,2179,8.0
648,11971,179,8.0
649,12943,2147,8.2
650,14520,2051,8.0
651,15939,2178,8.6
652,30733,2062,7.0
653,14520,2027,8.0
654,12943,2088,8.0
655,11711,2167,8.4
656,14515,2184,7.0
657,14515,2090,7.6
658,12943,2110,8.4
659,22711,7621,7.6
660,1095,12255,9.0
661,39697,12193,9.4
662,6083,8344,7.2
663,7986,14121,1.0
664,39989,13657,10.0
665,22618,13738,7.6
666,37977,1491,8.6
667,3517,11949,6.4
668,1226,8158,8.0
669,7986,13723,1.0
670,22618,13510,7.0
671,39149,11968,8.2
672,13050,11963,7.2
673,32734,13530,10.0
674,27743,13493,8.2
675,26166,13542,7.4
676,26166,14148,4.0
677,34922,6219,9.2
678,26326,13541,7.2
679,10363,12050,8.4
680,4555,10954,7.6
681,30600,11105,5.0
682,9228,1590,8.2
683,258,6185,9.0
684,33362,11866,6.0
685,19697,11843,7.8
686,10611,3957,8.2
687,37972,3997,6.6
688,6412,579,6.8
689,9867,1816,10.0
690,4321,1793,8.8
691,37686,1533,9.0
692,19360,9213,8.0
693,8331,9326,7.2
694,26856,9256,6.0
695,30349,1597,9.2
696,20659,3644,8.4
697,20659,3740,8.6
698,20659,3836,8.4
699,20206,3895,8.8
700,3574,5613,6.8
701,29833,5639,7.6
702,21262,5913,9.8
703,7837,5915,8.0
704,21262,5924,10.0
705,3932,6130,9.8
706,39890,6189,5.4
707,5914,6118,9.0
708,37764,6027,8.0
709,33251,5974,8.2
710,33251,6126,8.2
711,14908,6133,6.4
712,21953,9257,10.0
713,34493,9472,8.0
714,6588,9054,5.0
715,29275,9482,6.2
716,38493,9176,9.0
717,24424,1556,9.0
718,29685,1529,7.2
719,34077,1594,7.4
720,12444,1698,7.8
721,25364,9242,7.8
722,14525,9901,8.0
723,22038,9471,10.0
724,22038,9172,10.0
725,33421,9257,9.8
726,38529,9176,8.4
727,5628,9290,9.4
728,6189,9178,9.0
729,7618,9257,9.8
730,18783,9096,7.6
731,19877,3788,9.0
732,11843,3814,9.4
733,1732,3854,8.6
734,38944,3644,8.2
735,18783,9076,7.8
736,13913,9093,4.4
737,20133,9293,5.8
738,27659,9333,9.0
739,13766,9370,8.4
740,19360,9277,8.2
741,13766,9094,6.8
742,13766,9505,6.8
743,6180,9293,9.6
744,18783,9442,8.4
745,18783,9124,8.4
746,18783,9262,7.8
747,18783,9175,7.8
748,6069,9431,9.4
749,23231,5598,8.2
750,5117,392,7.0
751,36821,421,8.0
752,3936,9278,3.0
753,7923,3594,8.2
754,13428,3734,10.0
755,24923,3860,9.2
756,20925,3794,8.2
757,36063,3740,8.6
758,38944,3808,5.2
759,20055,3603,3.8
760,38007,3698,8.6
761,19877,3858,9.0
762,20659,3789,8.2
763,38928,3846,7.0
764,19877,3625,9.0
765,25715,13083,9.0
766,14520,6230,8.0
767,30916,6237,8.0
768,6252,9459,9.0
769,2755,9432,6.8
770,939,9260,8.0
771,22032,9109,9.0
772,26856,9093,6.8
773,26856,9456,6.6
774,31414,9226,5.0
775,6197,9107,7.2
776,30057,9375,8.0
777,26856,9214,7.4
778,7993,9163,8.6
779,1589,9963,7.0
780,12786,9931,7.8
781,14278,9952,8.0
782,34733,9866,7.8
783,9662,3634,8.4
784,29014,3837,8.2
785,29014,3596,5.0
786,29014,3681,6.6
787,29014,3597,6.0
788,10086,3619,6.8
789,10460,3789,9.2
790,9310,3656,8.0
791,19316,3811,5.0
792,36780,3692,7.2
793,36780,3857,7.6
794,36780,3841,7.2
795,36780,3734,7.6
796,38928,3608,7.4
797,38928,3601,7.2
798,38928,3608,7.0
799,16101,3720,6.6
800,1662,6822,7.8
801,30440,6792,8.2
802,2251,7056,10.0
803,26705,7056,9.8
804,40811,7056,10.0
805,30976,7010,7.8
806,38150,6792,9.4
807,13635,6965,9.6
808,2251,7056,9.6
809,40876,6841,8.6
810,6862,6980,7.0
811,1570,7142,8.0
812,23331,9915,7.2
813,27367,10867,2.4
814,29179,9577,8.2
815,34390,14445,7.6
816,24962,7178,6.2
817,36780,3624,7.6
818,36780,3681,7.6
819,38928,3787,6.6
820,38928,3783,6.6
821,20582,3789,7.6
822,38928,3844,7.4
823,1147,3600,6.2
824,1147,3701,6.4
825,29015,3795,6.0
826,29919,3734,10.0
827,40245,3789,4.2
828,29015,3852,8.6
829,23745,3636,6.2
830,38928,3694,7.2
831,33536,3586,7.4
832,15817,12866,8.4
833,38928,3592,7.0
834,6439,10826,6.2
835,6439,10833,6.4
836,2937,10808,7.0
837,10316,10822,8.4
838,2521,10864,7.2
839,2521,10824,8.8
840,10316,10822,8.8
841,10316,10808,9.0
842,10316,10829,8.2
843,10316,10822,9.0
844,4905,10838,8.6
845,7000,10854,8.6
846,14331,10808,8.0
847,24491,10850,6.4
848,31347,4032,7.2
849,10717,4062,9.2
850,30452,4052,9.0
851,38928,3791,7.2
852,23049,10811,6.0
853,21676,10808,8.4
854,19675,10825,5.0
855,19675,10836,6.2
856,27821,10851,8.0
857,27821,10851,5.0
858,7383,10825,8.6
859,22510,10825,6.0
860,22510,10836,7.0
861,12559,10846,5.6
862,37991,10861,6.2
863,12559,10859,2.8
864,39583,4049,6.8
865,5460,5532,9.2
866,23477,4958,8.0
867,7234,4020,8.0
868,1732,3660,8.8
869,3785,10862,8.6
870,26853,10806,8.2
871,26925,10813,7.8
872,7325,10808,4.6
873,20585,10836,7.6
874,12559,10842,2.4
875,2520,10840,8.4
876,16586,10808,7.6
877,2937,10852,6.6
878,2937,10837,7.0
879,35911,10822,7.0
880,8014,10813,7.0
881,10316,10810,10.0
882,10316,10832,10.0
883,39583,4054,5.6
884,2012,5341,10.0
885,8944,2503,8.2
886,38053,3872,8.8
887,39232,10848,6.2
888,12559,10811,7.4
889,12559,10840,10.0
890,12559,10805,8.4
891,12559,10829,8.0
892,34733,9886,7.2
893,34733,9859,8.2
894,25427,9966,7.2
895,25427,9952,7.6
896,30758,9941,7.0
897,10740,9947,3.0
898,30758,9875,7.2
899,9662,2064,7.6
900,13428,3734,9.8
901,19524,11823,9.2
902,19524,11858,5.8
903,30980,11865,8.6
904,33362,11857,5.0
905,33362,11879,6.4
906,34196,11855,4.6
907,19697,11856,8.0
908,34196,11848,10.0
909,13701,11858,7.8
910,4024,11854,6.0
911,1692,11818,4.8
912,1692,11824,8.0
913,34196,11823,5.0
914,26663,10819,8.2
915,2816,10843,9.6
916,37411,11883,6.0
917,37411,11839,5.8
918,37411,11853,5.0
919,34196,11842,5.0
920,37411,11872,4.0
921,37411,11841,6.4
922,1208,11861,6.6
923,11215,11844,9.4
924,13701,11834,7.8
925,26339,11878,9.4
926,26339,11851,8.2
927,1218,11871,7.4
928,1208,11831,6.4
929,1208,11829,8.0
930,1218,11833,5.6
931,1400,1399,7.0
932,35940,1388,6.0
933,1208,11873,7.8
934,29833,9926,7.2
935,10199,9947,8.4
936,7054,9929,8.8
937,7054,9947,7.8
938,7054,9877,8.6
939,34733,9929,8.0
940,23331,9933,7.8
941,23331,9914,7.4
942,39583,9868,7.0
943,16494,9931,7.8
944,39583,9976,7.6
945,39583,9906,7.6
946,23331,9956,7.6
947,34733,9947,7.8
948,2344,11870,8.8
949,2344,11878,9.4
950,6345,11851,6.2
951,19524,11850,9.2
952,1692,11877,7.2
953,30083,11820,10.0
954,30083,11868,10.0
955,26439,11875,8.0
956,37411,11835,4.8
957,30083,11847,10.0
958,8618,11849,7.8
959,26439,11826,7.8
960,39940,1416,10.0
961,4375,10856,9.0
962,37775,10844,8.2
963,24872,1416,10.0
964,34174,1416,8.8
965,19810,1416,8.8
966,38284,1389,8.4
967,1574,1389,8.4
968,1400,1366,6.6
969,23275,1417,5.0
970,20585,1374,7.2
971,20585,1369,8.8
972,20585,1400,7.8
973,20585,1422,8.6
974,20585,1373,8.2
975,35940,1363,7.0
976,17556,1391,9.6
977,2251,7056,8.4
978,39680,1404,5.4
979,1400,1406,6.8
980,1400,1410,6.6
981,1400,1382,7.0
982,10340,1370,8.4
983,12860,1387,8.2
984,11843,1379,7.8
985,11843,1384,7.8
986,12860,1418,6.6
987,3346,1390,6.4
988,31893,1383,3.6
989,2516,1364,4.2
990,20585,1386,8.0
991,7322,1411,8.4
992,19360,1402,8.8
993,8017,1409,7.4
994,36474,1365,7.4
995,36474,1365,7.4
996,7322,1421,6.2
997,27659,1393,8.4
998,26826,1389,8.4
999,1929,1389,8.6
1000,12860,1396,8.4
1001,12860,1420,9.2
1002,33810,1409,4.6
1003,36474,1368,7.4
1004,20853,1424,7.4
1005,20853,1408,7.2
1006,7857,1389,8.0
1007,28497,1389,8.4
1008,39232,10853,9.4
1009,40077,10844,7.0
1010,33810,1371,5.0
1011,23570,1412,8.0
1012,36474,1377,7.4
1013,18315,1423,9.6
1014,33368,1413,8.0
1015,12521,1413,8.0
1016,21899,1376,6.6
1017,22618,1378,7.6
1018,11125,1405,6.6
1019,20853,1419,7.2
1020,2636,5691,5.4
1021,3717,5807,7.0
1022,8091,5852,6.8
1023,8091,5790,7.2
1024,3717,5790,7.2
1025,4606,5836,8.0
1026,4606,5788,7.8
1027,29757,5835,6.0
1028,35775,5707,8.0
1029,3717,5676,7.0
1030,9973,5651,5.8
1031,3717,5674,7.0
1032,18789,5825,4.8
1033,29075,5852,5.8
1034,29075,5699,6.8
1035,29075,5684,7.4
1036,29075,5785,6.4
1037,4606,5811,7.4
1038,3717,5656,7.0
1039,20543,5698,8.4
1040,3985,5823,10.0
1041,34733,9907,7.6
1042,19100,9901,8.4
1043,3470,9880,8.6
1044,27390,5835,7.0
1045,14432,9918,6.8
1046,3470,9906,7.8
1047,34733,9881,7.8
1048,34733,9889,7.8
1049,27390,5809,7.6
1050,27390,5836,8.0
1051,27390,5739,8.0
1052,27390,5655,7.0
1053,27390,5718,7.0
1054,27390,5753,7.4
1055,27390,5817,7.4
1056,27390,5721,6.8
1057,27390,5667,7.2
1058,27390,5837,6.8
1059,27390,5792,7.8
1060,27390,5707,6.8
1061,27390,5669,6.8
1062,27390,5672,7.0
1063,12967,5792,8.8
1064,3717,5823,7.4
1065,3717,5792,7.0
1066,27390,5786,7.2
1067,27390,5752,7.0
1068,10839,5726,8.0
1069,3717,5692,8.0
1070,12967,5727,6.0
1071,3717,5715,7.8
1072,12967,5727,6.0
1073,3717,5785,7.8
1074,3717,5763,7.2
1075,13988,5870,7.0
1076,39489,5694,7.8
1077,3717,5841,7.4
1078,26681,5655,8.4
1079,13692,5655,8.8
1080,34733,9922,8.0
1081,3717,5655,7.0
1082,21819,9897,8.0
1083,39720,9943,7.6
1084,39358,9931,8.0
1085,39357,9931,9.2
1086,23331,9882,7.4
1087,23331,9920,6.8
1088,23331,9886,7.0
1089,23331,9856,6.8
1090,34733,9889,7.8
1091,25820,12980,7.8
1092,23374,12755,6.4
1093,13032,12866,8.6
1094,5855,12942,9.2
1095,5855,13005,10.0
1096,35344,12817,8.0
1097,30958,12754,8.0
1098,35344,12867,7.0
1099,35810,12842,8.0
1100,39355,12788,7.8
1101,6889,12815,9.0
1102,39355,12844,8.4
1103,28531,12968,8.4
1104,39355,12790,7.8
1105,39355,12816,7.6
1106,39355,12817,8.4
1107,39271,12949,7.4
1108,39271,12754,7.6
1109,2833,12976,7.0
1110,39271,12851,8.0
1111,39271,12871,8.0
1112,39355,12809,7.0
1113,39355,12792,8.4
1114,36142,12753,7.4
1115,39355,12878,7.0
1116,23374,12854,7.4
1117,40906,11364,7.4
1118,30442,11282,7.2
1119,34329,1096,7.6
1120,38302,1225,7.4
1121,38302,1112,7.6
1122,34633,954,8.8
1123,23511,1261,8.6
1124,13630,962,8.2
1125,9093,803,6.8
1126,29661,802,7.0
1127,34329,1335,7.8
1128,29661,799,7.2
1129,31976,1880,3.0
1130,1850,1882,7.4
1131,1745,2022,7.4
1132,38320,8988,7.4
1133,16765,10399,7.4
1134,32373,8977,8.6
1135,17692,12804,5.0
1136,39355,12757,7.8
1137,39355,12772,8.6
1138,39355,12812,9.8
1139,21615,12901,7.6
1140,19474,12740,7.2
1141,23374,12869,6.2
1142,16651,12842,7.4
1143,39355,12780,9.0
1144,16651,12804,6.4
1145,15817,12886,8.2
1146,15448,12901,7.8
1147,16398,12825,7.8
1148,38320,8959,7.4
1149,6807,8928,7.4
1150,6807,9043,7.2
